Transaction_ID,Part_ID,Vendor_ID,Transaction_Type,Quantity,Purchase_Order_Date,Promised_Date,Transaction_Date,Out_Reason
T00416,P003,V049,IN,39,31-03-2024,19-04-2024,17-04-2024,
T00417,P049,V035,OUT,15,,,12-03-2025,Repair
T00418,P020,V023,OUT,18,,,20-09-2024,Repair
T00419,P104,V003,IN,85,21-02-2024,10-03-2024,11-03-2024,
T00420,P009,V014,IN,13,31-05-2024,24-06-2024,22-06-2024,
T00421,P095,V016,IN,6,09-09-2023,26-09-2023,24-09-2023,
T00422,P111,V049,IN,100,04-07-2024,10-07-2024,09-07-2024,
T00423,P118,V053,IN,94,26-12-2023,18-01-2024,16-01-2024,
T00424,P039,V016,OUT,9,,,01-02-2025,Routine Check
T00425,P039,V027,IN,36,06-06-2024,12-06-2024,10-06-2024,
T00426,P087,V041,IN,55,10-04-2024,02-05-2024,01-05-2024,
T00427,P068,V051,OUT,20,,,02-10-2024,Emergency
T00428,P039,V010,OUT,24,,,30-08-2024,Repair
T00429,P109,V016,OUT,14,,,17-02-2025,Replacement
T00430,P060,V052,IN,8,23-03-2024,14-04-2024,13-04-2024,
T00431,P032,V025,IN,33,07-04-2024,18-04-2024,18-04-2024,
T00432,P048,V055,OUT,6,,,19-10-2024,Routine Check
T00433,P035,V004,IN,49,21-01-2024,16-02-2024,17-02-2024,
T00434,P103,V013,IN,98,18-08-2024,10-09-2024,19-09-2024,
T00435,P027,V031,IN,43,01-10-2023,15-10-2023,16-10-2023,
T00436,P025,V060,IN,95,09-04-2024,17-04-2024,25-04-2024,
T00437,P078,V045,IN,91,26-02-2024,08-03-2024,08-03-2024,
T00438,P037,V050,OUT,24,,,02-04-2025,Emergency
T00439,P034,V020,OUT,23,,,29-09-2024,Routine Check
T00440,P013,V030,OUT,46,,,07-11-2024,Emergency
T00441,P027,V059,OUT,24,,,11-03-2025,Replacement
T00442,P073,V003,OUT,14,,,13-10-2024,Repair
T00443,P071,V017,IN,75,04-12-2023,27-12-2023,01-01-2024,
T00444,P043,V013,IN,30,03-06-2024,20-06-2024,24-06-2024,
T00445,P084,V036,OUT,44,,,20-04-2025,Replacement
T00446,P106,V049,OUT,31,,,08-05-2025,Emergency
T00447,P094,V011,OUT,23,,,26-11-2024,Repair
T00448,P070,V047,IN,63,07-06-2024,17-06-2024,26-06-2024,
T00449,P005,V034,IN,10,14-10-2023,09-11-2023,09-11-2023,
T00450,P108,V009,OUT,40,,,18-07-2025,Repair
T00451,P020,V046,IN,2,03-12-2023,14-12-2023,13-12-2023,
T00452,P082,V040,IN,86,12-08-2024,05-09-2024,13-09-2024,
T00453,P069,V001,IN,71,25-04-2024,13-05-2024,11-05-2024,
T00454,P037,V035,OUT,1,,,30-07-2025,Routine Check
T00455,P117,V052,OUT,11,,,10-02-2025,Maintenance
T00456,P020,V034,IN,31,10-05-2024,21-05-2024,20-05-2024,
T00457,P102,V018,OUT,25,,,11-06-2025,Maintenance
T00458,P059,V026,OUT,36,,,07-01-2025,Repair
T00459,P088,V020,IN,11,18-08-2024,12-09-2024,13-09-2024,
T00460,P049,V026,IN,49,28-08-2023,19-09-2023,17-09-2023,
T00461,P022,V045,IN,11,28-11-2023,18-12-2023,24-12-2023,
T00462,P068,V058,IN,6,02-01-2024,14-01-2024,12-01-2024,
T00463,P006,V018,OUT,5,,,14-11-2024,Replacement
T00464,P119,V012,IN,41,11-12-2023,16-12-2023,26-12-2023,
T00465,P106,V049,IN,92,26-09-2023,13-10-2023,18-10-2023,
T00466,P031,V037,IN,73,30-05-2024,16-06-2024,14-06-2024,
T00467,P097,V025,OUT,47,,,14-10-2024,Repair
T00468,P096,V033,IN,45,17-11-2023,23-11-2023,23-11-2023,
T00469,P078,V022,IN,99,24-05-2024,17-06-2024,24-06-2024,
T00470,P082,V002,OUT,17,,,12-01-2025,Emergency
T00471,P046,V015,OUT,35,,,24-01-2025,Emergency
T00472,P088,V012,OUT,37,,,14-04-2025,Emergency
T00473,P080,V050,IN,38,06-07-2024,05-08-2024,05-08-2024,
T00474,P020,V018,IN,49,01-08-2024,28-08-2024,31-08-2024,
T00475,P047,V021,OUT,7,,,22-12-2024,Maintenance
T00476,P057,V020,IN,47,14-07-2024,12-08-2024,12-08-2024,
T00477,P056,V012,IN,58,03-08-2024,25-08-2024,01-09-2024,
T00478,P012,V002,IN,46,17-01-2024,08-02-2024,06-02-2024,
T00479,P050,V056,OUT,1,,,21-02-2025,Replacement
T00480,P100,V025,OUT,5,,,18-11-2024,Routine Check
T00481,P067,V037,IN,22,02-04-2024,28-04-2024,28-04-2024,
T00482,P035,V020,OUT,32,,,08-01-2025,Repair
T00483,P056,V011,IN,36,21-07-2024,08-08-2024,08-08-2024,
T00484,P032,V017,OUT,46,,,26-05-2025,Emergency
T00485,P014,V030,IN,18,17-07-2024,31-07-2024,30-07-2024,
T00486,P080,V054,OUT,24,,,12-09-2024,Replacement
T00487,P056,V022,OUT,42,,,25-08-2024,Routine Check
T00488,P042,V020,IN,78,23-10-2023,19-11-2023,18-11-2023,
T00489,P041,V026,IN,38,03-04-2024,01-05-2024,09-05-2024,
T00490,P049,V021,IN,36,27-07-2024,26-08-2024,26-08-2024,
T00491,P070,V038,IN,24,09-02-2024,06-03-2024,06-03-2024,
T00492,P027,V046,OUT,28,,,21-07-2025,Replacement
T00493,P109,V053,IN,53,10-03-2024,05-04-2024,03-04-2024,
T00494,P033,V016,OUT,42,,,14-01-2025,Repair
T00495,P049,V051,OUT,5,,,09-01-2025,Emergency
T00496,P052,V038,OUT,34,,,03-06-2025,Routine Check
T00497,P005,V035,OUT,23,,,22-10-2024,Routine Check
T00498,P099,V007,IN,32,06-11-2023,02-12-2023,05-12-2023,
T00499,P083,V037,IN,87,29-07-2024,23-08-2024,22-08-2024,
T00500,P002,V007,OUT,6,,,20-11-2024,Replacement
T00501,P096,V033,IN,67,22-09-2023,14-10-2023,12-10-2023,
T00502,P048,V029,IN,51,26-11-2023,15-12-2023,25-12-2023,
T00503,P004,V023,IN,62,16-11-2023,24-11-2023,24-11-2023,
T00504,P094,V054,IN,19,06-04-2024,22-04-2024,21-04-2024,
T00505,P062,V034,IN,45,08-06-2024,28-06-2024,26-06-2024,
T00506,P009,V021,OUT,19,,,03-05-2025,Maintenance
T00507,P109,V002,IN,44,19-09-2023,14-10-2023,14-10-2023,
T00508,P023,V034,IN,71,22-12-2023,01-01-2024,31-12-2023,
T00509,P103,V015,OUT,26,,,08-06-2025,Repair
T00510,P085,V041,IN,56,06-06-2024,23-06-2024,21-06-2024,
T00511,P076,V029,IN,55,20-08-2024,06-09-2024,06-09-2024,
T00512,P097,V018,IN,91,04-05-2024,03-06-2024,13-06-2024,
T00513,P112,V052,IN,69,15-04-2024,25-04-2024,25-04-2024,
T00514,P034,V008,OUT,43,,,25-09-2024,Emergency
T00515,P050,V039,OUT,39,,,19-04-2025,Emergency
T00516,P046,V023,IN,59,12-01-2024,05-02-2024,03-02-2024,
T00517,P079,V059,OUT,38,,,25-09-2024,Maintenance
T00518,P016,V021,IN,31,01-05-2024,15-05-2024,14-05-2024,
T00519,P050,V033,IN,54,30-03-2024,23-04-2024,22-04-2024,
T00520,P063,V012,OUT,41,,,03-09-2024,Routine Check
T00521,P022,V036,IN,63,24-04-2024,08-05-2024,07-05-2024,
T00522,P007,V040,OUT,23,,,07-06-2025,Maintenance
T00523,P025,V009,OUT,25,,,15-01-2025,Routine Check
T00524,P088,V027,OUT,31,,,07-01-2025,Emergency
T00525,P022,V032,OUT,5,,,04-07-2025,Routine Check
T00526,P098,V051,IN,29,28-09-2023,12-10-2023,12-10-2023,
T00527,P100,V011,OUT,29,,,29-11-2024,Routine Check
T00528,P066,V036,OUT,7,,,10-04-2025,Routine Check
T00529,P100,V018,IN,70,31-12-2023,16-01-2024,16-01-2024,
T00530,P028,V035,OUT,27,,,24-09-2024,Maintenance
T00531,P112,V020,IN,5,25-07-2024,13-08-2024,13-08-2024,
T00532,P016,V056,OUT,50,,,06-05-2025,Repair
T00533,P095,V052,IN,76,11-06-2024,08-07-2024,06-07-2024,
T00534,P079,V011,OUT,9,,,08-08-2025,Repair
T00535,P008,V052,IN,73,23-04-2024,09-05-2024,07-05-2024,
T00536,P091,V021,IN,38,26-03-2024,09-04-2024,07-04-2024,
T00537,P097,V009,IN,53,16-10-2023,22-10-2023,25-10-2023,
T00538,P019,V016,IN,92,07-03-2024,22-03-2024,29-03-2024,
T00539,P074,V010,OUT,40,,,09-01-2025,Replacement
T00540,P058,V025,OUT,5,,,22-07-2025,Maintenance
T00541,P096,V033,OUT,18,,,14-07-2025,Replacement
T00542,P042,V032,OUT,37,,,26-01-2025,Maintenance
T00543,P059,V047,IN,82,19-07-2024,14-08-2024,14-08-2024,
T00544,P055,V014,OUT,14,,,25-05-2025,Emergency
T00545,P107,V021,OUT,18,,,24-12-2024,Replacement
T00546,P110,V037,IN,63,22-06-2024,22-07-2024,20-07-2024,
T00547,P013,V003,IN,81,06-04-2024,06-05-2024,07-05-2024,
T00548,P110,V060,IN,21,29-03-2024,17-04-2024,24-04-2024,
T00549,P117,V045,IN,17,04-04-2024,29-04-2024,28-04-2024,
T00550,P047,V042,IN,33,10-11-2023,17-11-2023,15-11-2023,
T00551,P051,V004,IN,81,22-03-2024,05-04-2024,09-04-2024,
T00552,P012,V042,OUT,45,,,28-11-2024,Maintenance
T00553,P062,V014,IN,10,19-10-2023,28-10-2023,06-11-2023,
T00554,P002,V001,OUT,45,,,20-12-2024,Replacement
T00555,P055,V056,IN,89,19-05-2024,28-05-2024,01-06-2024,
T00556,P094,V006,OUT,7,,,21-11-2024,Maintenance
T00557,P113,V024,OUT,19,,,26-01-2025,Repair
T00558,P105,V050,OUT,48,,,19-11-2024,Repair
T00559,P068,V005,IN,73,02-08-2024,07-08-2024,10-08-2024,
T00560,P093,V023,OUT,14,,,12-07-2025,Repair
T00561,P088,V040,OUT,28,,,13-10-2024,Repair
T00562,P013,V058,IN,18,08-03-2024,06-04-2024,04-04-2024,
T00563,P055,V023,OUT,20,,,23-06-2025,Repair
T00564,P083,V018,IN,11,15-07-2024,27-07-2024,25-07-2024,
T00565,P089,V050,OUT,2,,,01-04-2025,Replacement
T00566,P078,V034,IN,66,07-04-2024,18-04-2024,23-04-2024,
T00567,P115,V051,IN,31,02-03-2024,22-03-2024,22-03-2024,
T00568,P077,V041,OUT,5,,,04-04-2025,Routine Check
T00569,P120,V024,IN,41,16-02-2024,25-02-2024,23-02-2024,
T00570,P070,V024,OUT,44,,,21-11-2024,Repair
T00571,P010,V050,OUT,1,,,20-11-2024,Routine Check
T00572,P034,V001,IN,28,05-01-2024,11-01-2024,18-01-2024,
T00573,P092,V041,OUT,32,,,30-05-2025,Emergency
T00574,P052,V045,OUT,5,,,22-08-2024,Routine Check
T00575,P011,V018,IN,40,22-09-2023,29-09-2023,29-09-2023,
T00576,P042,V035,IN,51,12-05-2024,04-06-2024,02-06-2024,
T00577,P090,V020,IN,56,07-11-2023,05-12-2023,09-12-2023,
T00578,P012,V016,IN,56,25-04-2024,03-05-2024,01-05-2024,
T00579,P086,V020,IN,95,02-12-2023,28-12-2023,30-12-2023,
T00580,P018,V046,IN,90,01-11-2023,06-11-2023,05-11-2023,
T00581,P048,V011,OUT,8,,,06-02-2025,Replacement
T00582,P116,V050,IN,4,13-02-2024,28-02-2024,27-02-2024,
T00583,P092,V017,IN,74,05-04-2024,30-04-2024,29-04-2024,
T00584,P064,V004,OUT,36,,,01-12-2024,Repair
T00585,P033,V011,OUT,49,,,12-03-2025,Maintenance
T00586,P095,V015,IN,66,21-02-2024,26-02-2024,26-02-2024,
T00587,P061,V003,IN,47,05-05-2024,22-05-2024,25-05-2024,
T00588,P103,V036,IN,92,23-02-2024,22-03-2024,22-03-2024,
T00589,P054,V016,OUT,46,,,27-10-2024,Replacement
T00590,P010,V053,OUT,37,,,14-02-2025,Replacement
T00591,P087,V033,IN,7,20-06-2024,30-06-2024,28-06-2024,
T00592,P009,V026,IN,60,09-05-2024,23-05-2024,28-05-2024,
T00593,P071,V006,OUT,29,,,01-04-2025,Maintenance
T00594,P038,V013,OUT,36,,,15-01-2025,Replacement
T00595,P048,V030,IN,76,15-12-2023,04-01-2024,08-01-2024,
T00596,P001,V010,IN,53,18-12-2023,23-12-2023,22-12-2023,
T00597,P001,V022,IN,98,05-04-2024,01-05-2024,29-04-2024,
T00598,P027,V007,OUT,34,,,02-07-2025,Repair
T00599,P008,V032,OUT,9,,,16-04-2025,Replacement
T00600,P118,V003,IN,30,09-10-2023,30-10-2023,29-10-2023,
T00601,P011,V048,OUT,37,,,04-07-2025,Maintenance
T00602,P105,V041,IN,51,19-04-2024,26-04-2024,26-04-2024,
T00603,P017,V043,OUT,15,,,21-01-2025,Replacement
T00604,P041,V055,OUT,25,,,26-12-2024,Replacement
T00605,P035,V029,OUT,15,,,14-03-2025,Maintenance
T00606,P100,V009,IN,99,15-03-2024,07-04-2024,07-04-2024,
T00607,P060,V029,IN,41,04-08-2024,22-08-2024,21-08-2024,
T00608,P040,V029,IN,60,07-06-2024,20-06-2024,22-06-2024,
T00609,P088,V052,IN,39,23-12-2023,19-01-2024,19-01-2024,
T00610,P110,V054,IN,42,18-12-2023,27-12-2023,27-12-2023,
T00611,P066,V026,OUT,3,,,18-01-2025,Replacement
T00612,P023,V053,OUT,2,,,16-09-2024,Emergency
T00613,P096,V036,OUT,35,,,19-12-2024,Repair
T00614,P014,V030,IN,18,19-03-2024,27-03-2024,27-03-2024,
T00615,P106,V013,IN,52,19-04-2024,05-05-2024,07-05-2024,
T00616,P105,V059,OUT,5,,,19-08-2025,Maintenance
T00617,P116,V013,IN,83,27-11-2023,16-12-2023,18-12-2023,
T00618,P006,V008,OUT,30,,,03-02-2025,Maintenance
T00619,P074,V060,IN,56,04-08-2024,01-09-2024,01-09-2024,
T00620,P055,V044,OUT,11,,,15-03-2025,Replacement
T00621,P024,V059,IN,36,18-01-2024,31-01-2024,03-02-2024,
T00622,P080,V040,IN,79,13-11-2023,25-11-2023,24-11-2023,
T00623,P071,V057,OUT,31,,,10-09-2024,Maintenance
T00624,P050,V018,IN,18,09-08-2024,27-08-2024,25-08-2024,
T00625,P103,V041,IN,70,01-02-2024,02-03-2024,01-03-2024,
T00626,P070,V031,OUT,31,,,10-11-2024,Replacement
T00627,P035,V025,OUT,12,,,10-02-2025,Maintenance
T00628,P029,V039,OUT,2,,,20-08-2025,Replacement
T00629,P061,V052,IN,68,16-08-2024,01-09-2024,01-09-2024,
T00630,P032,V007,IN,85,10-12-2023,22-12-2023,20-12-2023,
T00631,P029,V049,IN,74,03-03-2024,02-04-2024,02-04-2024,
T00632,P076,V016,IN,41,01-04-2024,01-05-2024,07-05-2024,
T00633,P090,V046,IN,46,25-10-2023,17-11-2023,15-11-2023,
T00634,P104,V054,IN,64,03-05-2024,25-05-2024,24-05-2024,
T00635,P008,V006,IN,30,07-02-2024,02-03-2024,29-02-2024,
T00636,P043,V001,OUT,39,,,25-04-2025,Repair
T00637,P092,V022,IN,23,23-02-2024,24-03-2024,30-03-2024,
T00638,P019,V002,IN,76,05-05-2024,01-06-2024,03-06-2024,
T00639,P048,V005,OUT,45,,,01-10-2024,Emergency
T00640,P039,V022,IN,42,21-01-2024,30-01-2024,06-02-2024,
T00641,P041,V042,OUT,11,,,11-12-2024,Routine Check
T00642,P086,V015,OUT,38,,,15-01-2025,Repair
T00643,P094,V020,OUT,44,,,05-11-2024,Replacement
T00644,P094,V012,IN,1,26-07-2024,22-08-2024,29-08-2024,
T00645,P078,V012,IN,41,26-12-2023,25-01-2024,29-01-2024,
T00646,P064,V060,IN,19,17-03-2024,01-04-2024,05-04-2024,
T00647,P022,V021,OUT,41,,,06-06-2025,Maintenance
T00648,P002,V029,OUT,17,,,11-02-2025,Repair
T00649,P009,V045,IN,45,29-03-2024,11-04-2024,09-04-2024,
T00650,P050,V004,IN,57,11-01-2024,08-02-2024,08-02-2024,
T00651,P113,V032,OUT,24,,,02-09-2024,Replacement
T00652,P107,V007,OUT,31,,,16-01-2025,Routine Check
T00653,P058,V011,IN,10,06-07-2024,05-08-2024,10-08-2024,
T00654,P034,V021,IN,14,06-05-2024,13-05-2024,12-05-2024,
T00655,P010,V047,IN,71,07-12-2023,14-12-2023,12-12-2023,
T00656,P004,V046,OUT,28,,,11-08-2025,Repair
T00657,P007,V011,OUT,6,,,22-01-2025,Replacement
T00658,P053,V013,IN,90,14-07-2024,05-08-2024,14-08-2024,
T00659,P037,V043,OUT,19,,,13-04-2025,Repair
T00660,P051,V004,IN,74,04-08-2024,26-08-2024,29-08-2024,
T00661,P001,V024,IN,55,07-08-2024,14-08-2024,12-08-2024,
T00662,P013,V013,OUT,2,,,03-01-2025,Repair
T00663,P038,V041,IN,11,02-05-2024,22-05-2024,27-05-2024,
T00664,P063,V031,OUT,42,,,01-05-2025,Replacement
T00665,P070,V042,IN,50,08-03-2024,18-03-2024,17-03-2024,
T00666,P058,V012,OUT,3,,,02-01-2025,Replacement
T00667,P034,V030,OUT,14,,,23-01-2025,Replacement
T00668,P097,V010,IN,90,12-02-2024,09-03-2024,07-03-2024,
T00669,P070,V052,OUT,26,,,31-12-2024,Routine Check
T00670,P008,V036,IN,50,30-09-2023,21-10-2023,19-10-2023,
T00671,P113,V037,OUT,15,,,29-05-2025,Emergency
T00672,P051,V006,OUT,46,,,20-07-2025,Maintenance
T00673,P097,V008,IN,58,19-03-2024,29-03-2024,01-04-2024,
T00674,P025,V052,IN,17,08-06-2024,14-06-2024,12-06-2024,
T00675,P106,V013,OUT,40,,,06-07-2025,Repair
T00676,P117,V021,OUT,47,,,21-04-2025,Maintenance
T00677,P072,V025,IN,51,16-02-2024,09-03-2024,08-03-2024,
T00678,P112,V059,OUT,1,,,18-10-2024,Routine Check
T00679,P054,V008,OUT,10,,,17-11-2024,Repair
T00680,P014,V060,IN,73,05-03-2024,03-04-2024,02-04-2024,
T00681,P053,V057,OUT,17,,,14-08-2025,Emergency
T00682,P078,V037,OUT,30,,,12-03-2025,Maintenance
T00683,P052,V018,IN,19,19-12-2023,12-01-2024,19-01-2024,
T00684,P114,V026,IN,43,29-05-2024,25-06-2024,23-06-2024,
T00685,P035,V059,OUT,24,,,09-06-2025,Maintenance
T00686,P102,V053,OUT,19,,,16-04-2025,Replacement
T00687,P063,V054,OUT,45,,,13-10-2024,Maintenance
T00688,P039,V009,IN,96,19-08-2024,07-09-2024,13-09-2024,
T00689,P054,V047,OUT,39,,,21-09-2024,Maintenance
T00690,P028,V029,IN,53,18-10-2023,15-11-2023,13-11-2023,
T00691,P008,V053,OUT,33,,,28-06-2025,Repair
T00692,P091,V020,IN,65,03-11-2023,20-11-2023,18-11-2023,
T00693,P025,V012,IN,26,02-02-2024,08-02-2024,07-02-2024,
T00694,P047,V059,IN,91,26-04-2024,07-05-2024,06-05-2024,
T00695,P119,V041,OUT,8,,,21-12-2024,Maintenance
T00696,P063,V024,IN,77,25-07-2024,13-08-2024,12-08-2024,
T00697,P021,V023,OUT,17,,,30-07-2025,Maintenance
T00698,P050,V002,OUT,3,,,20-03-2025,Repair
T00699,P029,V055,IN,83,21-12-2023,02-01-2024,01-01-2024,
T00700,P003,V033,OUT,50,,,25-08-2024,Maintenance
T00701,P017,V059,OUT,41,,,26-04-2025,Repair
T00702,P033,V015,IN,78,22-05-2024,21-06-2024,26-06-2024,
T00703,P049,V058,OUT,22,,,02-05-2025,Emergency
T00704,P060,V014,OUT,19,,,01-03-2025,Routine Check
T00705,P014,V038,OUT,0,,,19-05-2025,Routine Check
T00706,P083,V036,OUT,38,,,07-11-2024,Routine Check
T00707,P088,V020,OUT,7,,,20-06-2025,Emergency
T00708,P036,V022,IN,82,12-03-2024,27-03-2024,01-04-2024,
T00709,P020,V013,OUT,33,,,08-12-2024,Repair
T00710,P110,V052,IN,77,24-11-2023,11-12-2023,09-12-2023,
T00711,P004,V047,IN,84,30-07-2024,19-08-2024,24-08-2024,
T00712,P050,V026,OUT,47,,,14-11-2024,Maintenance
T00713,P093,V022,IN,92,05-11-2023,17-11-2023,25-11-2023,
T00714,P039,V033,OUT,11,,,30-10-2024,Routine Check
T00715,P013,V019,IN,61,06-11-2023,15-11-2023,24-11-2023,
T00716,P116,V044,IN,43,22-09-2023,17-10-2023,16-10-2023,
T00717,P112,V048,IN,40,29-10-2023,16-11-2023,15-11-2023,
T00718,P075,V017,OUT,19,,,22-02-2025,Emergency
T00719,P007,V031,IN,82,08-07-2024,31-07-2024,29-07-2024,
T00720,P114,V031,IN,25,13-02-2024,05-03-2024,03-03-2024,
T00721,P039,V034,OUT,26,,,04-03-2025,Maintenance
T00722,P026,V009,IN,44,19-06-2024,07-07-2024,15-07-2024,
T00723,P111,V021,IN,92,17-06-2024,27-06-2024,05-07-2024,
T00724,P023,V041,OUT,20,,,19-02-2025,Maintenance
T00725,P036,V029,IN,27,18-11-2023,17-12-2023,27-12-2023,
T00726,P101,V032,IN,98,22-07-2024,20-08-2024,18-08-2024,
T00727,P055,V041,OUT,26,,,19-10-2024,Emergency
T00728,P001,V025,OUT,2,,,28-12-2024,Routine Check
T00729,P048,V047,IN,2,05-10-2023,20-10-2023,18-10-2023,
T00730,P087,V002,IN,1,19-03-2024,13-04-2024,17-04-2024,
T00731,P017,V020,OUT,7,,,13-07-2025,Emergency
T00732,P009,V011,OUT,3,,,14-06-2025,Replacement
T00733,P094,V030,OUT,33,,,29-01-2025,Routine Check
T00734,P114,V028,OUT,44,,,30-06-2025,Repair
T00735,P063,V058,OUT,23,,,05-09-2024,Repair
T00736,P118,V059,IN,52,20-10-2023,25-10-2023,23-10-2023,
T00737,P094,V014,IN,3,02-02-2024,25-02-2024,25-02-2024,
T00738,P084,V046,OUT,2,,,20-03-2025,Emergency
T00739,P069,V050,OUT,40,,,21-10-2024,Maintenance
T00740,P014,V043,IN,84,14-03-2024,19-03-2024,19-03-2024,
T00741,P049,V029,OUT,8,,,30-03-2025,Routine Check
T00742,P090,V031,OUT,10,,,26-10-2024,Repair
T00743,P054,V020,IN,85,06-11-2023,14-11-2023,19-11-2023,
T00744,P107,V027,IN,14,25-12-2023,15-01-2024,17-01-2024,
T00745,P101,V008,OUT,7,,,22-02-2025,Emergency
T00746,P026,V039,IN,100,20-03-2024,02-04-2024,06-04-2024,
T00747,P053,V046,OUT,19,,,07-10-2024,Repair
T00748,P064,V036,IN,27,21-04-2024,18-05-2024,24-05-2024,
T00749,P002,V001,IN,86,08-01-2024,15-01-2024,25-01-2024,
T00750,P012,V010,OUT,50,,,06-03-2025,Routine Check
T00751,P093,V047,IN,13,21-05-2024,03-06-2024,02-06-2024,
T00752,P060,V017,OUT,3,,,01-11-2024,Maintenance
T00753,P006,V056,IN,38,30-04-2024,16-05-2024,22-05-2024,
T00754,P015,V048,OUT,6,,,24-12-2024,Maintenance
T00755,P018,V055,IN,85,22-10-2023,16-11-2023,15-11-2023,
T00756,P035,V040,OUT,47,,,27-06-2025,Maintenance
T00757,P044,V053,OUT,12,,,08-01-2025,Maintenance
T00758,P059,V026,OUT,17,,,03-03-2025,Emergency
T00759,P054,V052,OUT,42,,,15-03-2025,Repair
T00760,P090,V009,IN,93,18-02-2024,24-02-2024,27-02-2024,
T00761,P117,V027,IN,76,22-10-2023,11-11-2023,19-11-2023,
T00762,P049,V040,IN,100,23-06-2024,09-07-2024,07-07-2024,
T00763,P118,V031,IN,63,30-06-2024,08-07-2024,16-07-2024,
T00764,P034,V005,IN,84,16-02-2024,02-03-2024,29-02-2024,
T00765,P112,V043,IN,44,20-08-2024,10-09-2024,08-09-2024,
T00766,P085,V028,IN,94,27-05-2024,08-06-2024,06-06-2024,
T00767,P108,V010,OUT,36,,,24-03-2025,Routine Check
T00768,P083,V001,IN,21,27-10-2023,17-11-2023,25-11-2023,
T00769,P097,V005,IN,63,30-11-2023,15-12-2023,14-12-2023,
T00770,P029,V033,IN,71,27-10-2023,21-11-2023,21-11-2023,
T00771,P057,V030,IN,74,12-09-2023,01-10-2023,30-09-2023,
T00772,P016,V021,OUT,32,,,01-03-2025,Maintenance
T00773,P053,V026,IN,5,18-11-2023,10-12-2023,10-12-2023,
T00774,P066,V057,OUT,36,,,04-03-2025,Repair
T00775,P047,V022,OUT,3,,,27-03-2025,Repair
T00776,P072,V022,OUT,49,,,21-07-2025,Routine Check
T00777,P085,V046,OUT,23,,,04-11-2024,Emergency
T00778,P098,V007,IN,85,17-01-2024,29-01-2024,28-01-2024,
T00779,P067,V036,OUT,24,,,07-11-2024,Maintenance
T00780,P022,V058,IN,64,19-08-2024,28-08-2024,04-09-2024,
T00781,P079,V017,IN,26,13-10-2023,24-10-2023,23-10-2023,
T00782,P106,V030,IN,25,01-04-2024,28-04-2024,27-04-2024,
T00783,P082,V060,IN,87,05-04-2024,28-04-2024,27-04-2024,
T00784,P076,V043,OUT,32,,,18-07-2025,Repair
T00785,P068,V001,OUT,47,,,01-10-2024,Maintenance
T00786,P075,V054,OUT,31,,,25-07-2025,Routine Check
T00787,P075,V045,IN,23,16-07-2024,13-08-2024,13-08-2024,
T00788,P077,V043,OUT,39,,,07-09-2024,Replacement
T00789,P078,V027,OUT,44,,,03-12-2024,Repair
T00790,P044,V026,OUT,19,,,25-07-2025,Emergency
T00791,P053,V009,IN,78,26-02-2024,24-03-2024,02-04-2024,
T00792,P090,V054,OUT,35,,,16-04-2025,Replacement
T00793,P027,V013,IN,80,15-05-2024,11-06-2024,10-06-2024,
T00794,P084,V046,IN,23,31-05-2024,21-06-2024,19-06-2024,
T00795,P015,V046,OUT,49,,,25-01-2025,Replacement
T00796,P074,V038,OUT,43,,,19-05-2025,Emergency
T00797,P109,V057,OUT,27,,,01-01-2025,Maintenance
T00798,P049,V002,IN,19,02-10-2023,08-10-2023,12-10-2023,
T00799,P101,V049,OUT,10,,,02-02-2025,Replacement
T00800,P108,V010,OUT,4,,,03-09-2024,Replacement
T00801,P070,V049,IN,5,08-02-2024,24-02-2024,24-02-2024,
T00802,P083,V048,IN,72,25-11-2023,12-12-2023,10-12-2023,
T00803,P086,V045,OUT,3,,,23-06-2025,Emergency
T00804,P101,V027,OUT,44,,,05-01-2025,Replacement
T00805,P096,V001,IN,33,17-08-2024,28-08-2024,05-09-2024,
T00806,P082,V059,IN,91,05-09-2023,02-10-2023,12-10-2023,
T00807,P093,V050,IN,25,20-09-2023,04-10-2023,02-10-2023,
T00808,P023,V012,IN,95,23-05-2024,13-06-2024,13-06-2024,
T00809,P072,V018,OUT,17,,,07-01-2025,Repair
T00810,P109,V038,IN,33,24-01-2024,29-01-2024,27-01-2024,
T00811,P020,V003,IN,42,23-12-2023,16-01-2024,14-01-2024,
T00812,P102,V032,OUT,37,,,14-11-2024,Routine Check
T00813,P101,V005,OUT,45,,,12-05-2025,Replacement
T00814,P067,V012,IN,9,22-03-2024,21-04-2024,20-04-2024,
T00815,P045,V006,OUT,14,,,31-05-2025,Repair
T00816,P047,V022,OUT,19,,,26-10-2024,Repair
T00817,P106,V036,OUT,48,,,17-05-2025,Maintenance
T00818,P045,V043,IN,58,03-05-2024,15-05-2024,25-05-2024,
T00819,P088,V003,IN,42,02-07-2024,19-07-2024,21-07-2024,
T00820,P070,V017,OUT,46,,,10-06-2025,Replacement
T00821,P067,V059,IN,99,26-02-2024,13-03-2024,22-03-2024,
T00822,P006,V032,OUT,19,,,17-11-2024,Repair
T00823,P011,V033,OUT,6,,,21-01-2025,Repair
T00824,P009,V041,IN,27,07-09-2023,03-10-2023,03-10-2023,
T00825,P014,V054,OUT,13,,,28-06-2025,Routine Check
T00826,P105,V042,OUT,5,,,14-03-2025,Repair
T00827,P092,V030,IN,43,22-02-2024,28-02-2024,28-02-2024,
